,genres
113118,"Action, free to play, massively multiplayer, rpg"
113120,"Action, casual, indie"
113121,"Adventure, indie"
113122,"Action, indie"
113123,"Action, adventure"
113124,"Action, adventure"
113125,"Action, adventure"
113126,"Action, adventure"
113127,"Action, adventure, casual, indie, strategy"
113128,"Action, adventure"
113129,"Action, indie"
113130,"Simulation, strategy"
113131,"Simulation, strategy"
113132,"Adventure, casual, simulation, strategy"
113133,"Simulation, strategy"
113134,Indie
113137,"Casual, indie, strategy"
113138,"Adventure, indie, simulation"
113139,"Indie, simulation, early access"
113140,"Action, casual"
113141,"Adventure, indie"
113142,Sports
113143,"Action, adventure, casual, indie"
113145,"Action, adventure, indie"
113147,"Action, adventure, indie, strategy"
113148,"Casual, free to play, indie, massively multiplayer, rpg, early access"
113150,"Casual, free to play, indie"
113151,"Action, adventure, indie"
113152,"Adventure, free to play, indie, early access"
113153,"Free to play, massively multiplayer, rpg, strategy"
113154,"Action, adventure, casual, indie, strategy, early access"
113161,"Action, adventure, indie, rpg"
113162,"Adventure, indie, rpg, strategy"
113163,Indie
113164,"Adventure, casual, indie, rpg"
113165,"Adventure, indie, rpg, strategy"
113166,"Racing, simulation, sports"
113172,"Adventure, casual"
113174,"Adventure, rpg"
113175,"Adventure, indie"
113176,"Action, indie, strategy"
113177,"Adventure, indie"
113178,"Action, casual, indie, early access"
113180,"Indie, rpg, simulation, strategy, early access"
113181,"Adventure, casual, strategy"
113182,"Action, indie"
113183,"Action, indie"
113184,"Indie, massively multiplayer, strategy"
113185,Action
113187,"Action, indie, racing"
113188,"Action, indie, racing"
113190,Indie
113191,Simulation
113192,"Indie, rpg"
113195,"Action, indie, rpg"
113196,"Indie, simulation, sports, strategy"
113197,"Adventure, casual, free to play, indie, simulation"
113198,"Action, indie"
113199,"Action, indie"
113200,"Casual, indie, rpg, simulation, strategy"
113202,"Adventure, indie, simulation"
113203,"Simulation, sports, strategy"
113204,"Indie, simulation"
113205,"Adventure, casual, indie, rpg"
113206,Indie
113208,Rpg
113211,"Adventure, casual, indie"
113212,"Adventure, casual, indie"
113213,"Action, indie"
113214,"Adventure, indie, rpg"
113215,Adventure
113216,"Indie, rpg, strategy"
113217,"Casual, indie, simulation"
113218,"Adventure, indie, rpg, strategy"
113219,"Casual, indie, rpg"
113221,"Casual, indie"
113223,Casual
113224,"Adventure, casual"
113226,"Adventure, casual, strategy"
113230,"Action, adventure"
113232,"Casual, indie"
113233,Simulation
113234,"Simulation, strategy"
113236,"Indie, rpg, strategy, early access"
113237,"Action, adventure, indie, rpg, early access"
113239,"Casual, indie, strategy"
113240,"Action, adventure, casual, indie, simulation"
113242,"Casual, indie"
113244,"Action, casual, indie"
113245,"Casual, indie"
113246,"Action, casual, indie, racing, simulation, sports"
113247,"Adventure, free to play, simulation"
113248,Simulation
113250,Simulation
113251,"Action, casual, indie, sports"
113252,"Action, indie"
113253,"Adventure, indie"
113254,"Action, indie, strategy"
113255,"Action, indie, strategy"
113256,Simulation
113257,"Action, adventure, casual, indie, strategy"
113258,"Action, adventure, casual, indie, strategy"
113259,"Adventure, indie, rpg, strategy"
113264,"Action, indie"
113266,"Action, indie, early access"
113267,"Indie, rpg"
113269,"Action, casual, indie"
113270,"Indie, rpg, strategy"
113271,"Indie, rpg, strategy"
113272,"Free to play, massively multiplayer, strategy"
113273,"Free to play, massively multiplayer, strategy"
113275,"Casual, indie, sports"
113276,"Action, adventure, indie"
113277,Action
113278,Simulation
113279,Action
113280,"Adventure, casual, indie, rpg"
113281,"Adventure, indie"
113282,Adventure
113283,"Indie, strategy"
113284,"Indie, simulation"
113285,"Action, simulation"
113286,Indie
113287,Indie
113288,"Action, adventure, indie, simulation"
113290,"Action, adventure, casual, indie"
113291,Simulation
113292,"Casual, indie"
113293,Simulation
113295,Simulation
113296,Indie
113297,"Action, casual, free to play, indie, simulation, strategy"
113298,"Simulation, strategy"
113299,"Free to play, massively multiplayer, simulation"
113300,Casual
113301,"Action, indie"
113302,"Racing, simulation, sports"
113304,"Action, adventure, casual, indie"
113307,Action
113308,"Action, adventure, indie"
113309,"Action, adventure, indie"
113312,Action
113313,"Action, free to play, massively multiplayer"
113314,Simulation
113315,Strategy
113316,"Action, free to play"
113317,"Action, indie"
113318,Simulation
113321,Strategy
113322,"Casual, indie"
113323,"Action, indie"
113324,"Action, adventure, indie, simulation"
113325,Adventure
113327,Rpg
113328,Simulation
113330,"Casual, indie, rpg, simulation"
113331,"Free to play, strategy"
113334,Rpg
113336,"Adventure, indie"
113337,"Adventure, casual, indie"
113338,"Indie, strategy"
113339,"Action, adventure, indie, simulation, strategy"
113342,"Adventure, casual, indie"
113343,"Indie, rpg, strategy"
113344,"Casual, indie"
113345,"Casual, indie"
113346,"Casual, indie"
113347,Indie
113349,Indie
113350,"Adventure, casual"
113351,"Indie, racing, simulation, sports, early access"
113352,"Action, adventure, indie"
113353,"Action, adventure, casual, strategy"
113354,"Indie, strategy"
113355,"Action, rpg, simulation"
113356,"Indie, simulation"
113357,"Indie, simulation, strategy"
113358,"Indie, rpg"
113360,"Casual, simulation"
113361,Indie
113362,"Action, adventure"
113363,"Simulation, strategy"
113367,Simulation
113368,Strategy
113369,Action
113370,"Action, indie"
113371,"Simulation, strategy"
113372,"Indie, racing, sports"
113373,"Adventure, indie, rpg, strategy"
113374,"Adventure, indie, rpg, strategy"
113376,"Casual, indie"
113378,"Action, indie, rpg, strategy"
113380,"Action, casual, indie, strategy"
113381,"Adventure, indie, simulation, strategy"
113382,"Adventure, casual"
113383,Strategy
113384,"Design &amp; illustration, photo editing, utilities"
113385,"Action, adventure, rpg"
113386,"Action, adventure, rpg"
113387,"Action, indie, rpg"
113388,Adventure
113389,"Action, indie"
113390,Adventure
113391,"Action, indie"
113392,"Adventure, casual, simulation, strategy"
113399,"Action, adventure, indie, simulation, strategy"
113400,Rpg
113401,"Action, free to play, indie"
113404,"Sports, strategy"
113406,"Sports, strategy"
113409,"Action, free to play, massively multiplayer, strategy"
113410,"Action, free to play, massively multiplayer, strategy"
113411,"Action, free to play, massively multiplayer, strategy"
113412,"Indie, rpg"
113413,"Action, indie"
113414,"Action, free to play, massively multiplayer, strategy"
113415,Adventure
113416,"Action, free to play, indie"
113424,"Action, indie"
113425,"Adventure, indie, simulation, strategy, early access"
113426,"Adventure, casual, simulation"
113428,"Adventure, indie"
113429,"Adventure, indie"
113430,Simulation
113431,"Adventure, indie"
113434,"Action, adventure, indie"
113435,Simulation
113436,"Adventure, indie"
113438,"Action, casual, indie, strategy"
113439,"Adventure, indie, early access"
113440,"Indie, simulation"
113441,Rpg
113442,"Action, indie"
113443,"Adventure, free to play, indie"
113444,Rpg
113445,"Adventure, casual, indie, massively multiplayer, strategy"
113446,"Action, indie, early access"
113447,"Adventure, casual"
113449,Adventure
113450,"Action, indie, rpg"
113451,"Action, indie, strategy, early access"
113452,Indie
113453,Indie
113454,"Action, indie, early access"
113457,"Action, adventure, indie, strategy"
113458,Strategy
113459,"Rpg, strategy"
113462,"Rpg, strategy"
113463,"Adventure, free to play, indie"
113465,"Adventure, free to play, indie"
113466,"Adventure, casual"
113467,Indie
113473,"Action, adventure, indie, rpg, simulation, strategy, early access"
113474,"Action, indie"
113475,"Action, casual, free to play, massively multiplayer"
113476,"Indie, rpg, strategy"
113477,"Adventure, casual, indie"
113478,"Action, adventure, indie"
113479,Simulation
113480,"Action, adventure, indie, rpg"
113481,"Adventure, rpg, strategy"
113482,"Adventure, rpg, strategy"
113483,"Indie, strategy"
113484,"Adventure, rpg, strategy"
113485,"Adventure, rpg, strategy"
113486,"Adventure, rpg, strategy"
113487,"Adventure, rpg, strategy"
113488,"Adventure, rpg, strategy"
113489,"Adventure, rpg, strategy"
113490,"Adventure, indie"
113491,"Adventure, casual, simulation, strategy"
113492,"Adventure, casual, simulation, strategy"
113493,Simulation
113494,"Action, adventure, indie, strategy"
113495,Rpg
113496,"Racing, simulation, sports"
113497,"Action, casual, indie"
113498,"Action, free to play, massively multiplayer, strategy"
113499,"Adventure, indie"
113500,"Action, adventure"
113501,"Action, indie"
113502,"Indie, strategy"
113508,"Adventure, casual, simulation, strategy"
113509,Rpg
113510,"Adventure, casual, indie"
113511,"Casual, simulation, sports"
113512,"Action, casual, indie, early access"
113513,"Casual, indie, strategy"
113514,"Simulation, sports"
113516,Adventure
113517,"Indie, rpg"
113518,"Indie, rpg"
113522,"Action, adventure, indie"
113523,"Action, indie"
113524,"Action, indie"
113525,"Design &amp; illustration, web publishing"
113526,"Design &amp; illustration, web publishing"
113527,"Design &amp; illustration, web publishing"
113528,"Adventure, indie, rpg"
113529,"Action, adventure, indie, rpg, simulation, early access"
113530,"Action, indie, rpg"
113531,"Action, adventure, casual, indie"
113532,Action
113533,"Adventure, indie"
113535,"Adventure, casual, indie, simulation"
113536,"Adventure, indie"
113537,"Casual, indie"
113539,"Adventure, rpg, strategy"
113540,"Indie, rpg, strategy"
113541,"Action, casual, indie, early access"
113542,Simulation
113543,"Indie, rpg, strategy"
113544,Adventure
113545,"Action, indie"
113546,"Adventure, casual"
113547,"Action, simulation, strategy"
113548,"Adventure, free to play, massively multiplayer, rpg, strategy"
113549,"Casual, indie, simulation, sports, strategy"
113550,"Action, adventure, rpg"
113551,"Action, adventure, casual"
113553,"Adventure, casual, indie"
113554,"Adventure, indie"
113556,"Adventure, indie, rpg"
113557,Action
113559,"Rpg, simulation, strategy, early access"
113561,"Action, indie, simulation, strategy"
113562,"Action, indie"
113563,"Action, casual, indie"
113564,"Adventure, casual, indie"
113565,"Action, adventure, rpg"
113566,"Action, adventure, rpg"
113567,"Casual, indie, simulation, strategy"
113568,Simulation
113569,"Adventure, indie, rpg, simulation, strategy"
113571,"Adventure, indie"
113572,"Action, adventure, indie, rpg, simulation"
113576,"Indie, strategy, early access"
113577,"Indie, simulation"
113578,"Adventure, indie"
113579,"Adventure, indie"
113580,"Action, adventure"
113583,"Action, adventure"
113584,"Action, indie"
113585,"Action, indie"
113586,Action
113587,"Action, adventure, indie, early access"
113590,"Adventure, casual, indie, strategy"
113593,"Indie, racing"
113594,"Casual, indie, rpg, strategy"
113595,"Adventure, casual, simulation, strategy"
113596,"Adventure, casual, simulation, strategy"
113597,Rpg
113601,"Action, casual, indie"
113603,Racing
113604,"Action, indie, rpg, simulation, strategy"
113605,"Action, adventure, indie, rpg"
113606,Simulation
113607,"Action, indie"
113608,"Action, indie"
113609,Action
113611,Action
113612,"Indie, simulation, strategy"
113613,"Action, indie"
113614,Action
113615,"Adventure, casual, indie"
113616,Simulation
113617,Casual
113618,Action
113620,"Rpg, simulation, strategy"
113621,"Indie, rpg, strategy"
113622,"Action, adventure, indie, rpg"
113623,"Casual, indie"
113625,"Indie, simulation, strategy"
113627,"Action, adventure, indie"
113630,"Casual, indie, strategy"
113631,"Adventure, casual"
113632,"Casual, free to play, indie"
113633,"Indie, strategy"
113634,Adventure
113635,"Action, adventure, rpg"
113639,"Action, indie, racing, sports"
113640,"Action, indie"
113642,"Action, adventure, indie, rpg"
113643,"Adventure, indie"
113644,"Rpg, early access"
113646,Simulation
113647,"Action, massively multiplayer, rpg"
113648,Simulation
113649,"Indie, rpg"
113650,"Indie, simulation"
113651,"Action, adventure, indie, rpg"
113654,"Adventure, casual, indie, rpg"
113655,"Casual, indie, simulation"
113657,"Indie, simulation"
113658,"Action, adventure, indie"
113659,"Action, casual, indie"
113661,"Adventure, casual, free to play, indie"
113662,"Adventure, indie"
113665,"Action, adventure, indie"
113670,"Indie, rpg"
113675,"Action, indie, sports"
113676,"Adventure, casual, simulation, strategy"
113677,"Action, indie, early access"
113678,"Action, indie"
113679,"Adventure, casual"
113680,"Simulation, strategy"
113681,"Action, indie, strategy"
113683,Simulation
113684,"Action, adventure, indie, rpg, early access"
113685,"Simulation, strategy"
113687,"Action, adventure, indie, rpg"
113689,"Free to play, indie, sports, strategy"
113690,Simulation
113691,"Casual, indie, simulation"
113699,"Indie, simulation, strategy"
113701,Simulation
113702,"Action, casual, indie"
113704,Simulation
113706,Indie
113708,"Adventure, casual"
113710,Racing
113711,"Indie, rpg"
113712,Strategy
113714,"Action, indie, early access"
113716,"Indie, racing"
113719,"Adventure, indie"
113720,Simulation
113721,Casual
113725,"Action, adventure, casual, indie, rpg, simulation"
113726,"Adventure, indie"
113727,"Action, adventure, casual, indie"
113728,"Action, indie"
113729,Casual
113730,"Action, simulation, early access"
113731,"Action, adventure, indie"
113732,Indie
113733,Simulation
113734,"Adventure, indie"
113741,"Adventure, indie"
113743,Action
113744,Sports
113746,"Casual, indie, rpg, simulation"
113747,"Adventure, indie"
113748,"Action, indie"
113749,Indie
113750,"Adventure, indie"
113751,"Action, indie"
113754,"Action, indie"
113755,Adventure
113757,"Casual, indie"
113758,"Action, indie, strategy, early access"
113760,"Action, adventure, casual, indie, racing, rpg, simulation, strategy, early access"
113761,Adventure
113762,Action
113763,"Action, indie"
113764,"Adventure, indie, simulation"
113765,"Action, adventure, indie"
113766,"Action, indie"
113768,"Indie, rpg"
113769,"Indie, rpg"
113770,"Action, casual, indie"
113771,"Action, indie"
